course_code,course_title,credit_hours,course_desc,pre-requisite,course_objectives,course_outcomes
MT131,Discrete Mathematics,4,"This is an elementary level module which introduces various topics in discrete mathematics. It offers a clear and comprehensive survey of logic operations, predicates, quantifiers, sets, functions, relations. Also, the module provides the concept of permutations, combinations and counting techniques which are needed as prerequisite in most of technology and communication modules. Moreover, the module gives some knowledge of relevant algorithmic ideas in number theory and cryptography that are widely used in data structure, data base, programming, data communication and in scientific research.",,"The course aims to:Introduce basic notations used in discrete Mathematics associated with information and communication technologyTeach the rudiments of elementary mathematical reasoning.Prepare students for the theoretical parts of further courses in information technology.Explain logic from a mathematical perspective and relating it to computer applications.Introduce set theory, relations, functions, graphs, equivalence relations, and partial orderings.Provide concepts of permutation, combination and any other counting techniques.","A. Knowledge and understandingStudents will be able to:Identify propositional logic, logical equivalence, predicates and quantifiers.Describe the Integers and division functions, prime number and prime factorization, least common multiple and highest common factors.Define sets, functions and binary relations, their properties and representations. Know the major types of binary relations on a set, equivalence relations and partial orderings.Use matrices to represent relations, graphs and trees.Recognize basic properties of counting techniques using permutation and combination properties.B. Cognitive skillsStudents will be able to:Deal with mathematical and logical arguments and carry out mathematical and logical manipulations.Acquire a good understanding of the concepts and methods of discrete mathematics described in detail in the syllabus.Be familiar with mathematical notations related to computer science.C. Practical and professional skillsStudents will be able to:Prove any simple mathematical theory using logic lawsUse any or all of the previous tools in a significant information and communication technology application such as cryptography.Apply combinatorial principles and discrete mathematical structures that are central to mathematics and information technology.D. Key transferable skillsStudents will be able to:Demonstrate study skills at a level appropriate to higher education, such as timetabling study; read critically for meaning and take effective notes; and use study aids such as dictionaries and glossaries;Present and communicate basic mathematical and logical arguments; communicate appropriately with their tutor and other students using email and online conferences;Locate information on a given subject from the World Wide Web"
MT132,Linear Algebra,4,"The course introduces a range of ideas concerning matrices and its applications, matrix operations that are widely used in data structure, programming, data communication, digital signal processing and in scientific research. The course shows algorithmic method to solve systems of linear equations. Moreover, it includes concept of vector spaces and subspace that are used to construct algebraic codes. Also, it introduces the meaning of basis and dimension of a subspace the vector space Rn. The concept of linear transformation between two vector spaces together with null space and rank are also included. Finally, the course introduce the idea of characteristic values/vectors and diagonalization.",,"The course aims to:Extend the students' basic mathematical awareness and skills in matrices and matrix operations.Give the study skills necessary for students to be able to solve system of linear equations.Provide a range of useful ideas such as linear combinations and linear independence.Present some important mathematical terms such as span, basis and dimensions.Upgrade the concept of linear transformation necessary for other compulsory technology and communication modules.Give a feeling for the mathematical approach to the study of computer science.","A. Knowledge and understandingStudent will be able to:Define and classify type of matrices and perform matrix operations.Solve problems in information systems and communication using matrix techniques.Use and apply linear algebra knowledge and concepts to information technologies and computing.Be familiar with different terminologies in linear algebra and matrix transformation.Acquire technical material, effectively present it and objectively evaluate other technical materials in linear algebra.B. Cognitive skillsStudents should be able to demonstrate that they can:Produce descriptions and explanations of the different types of matrices and linear operations.Apply their understanding of the studied ideas in linear algebra to coding problems, encryption and decryption.Use knowledge gained from the module to help them to understand new unfamiliar matrix operations.C. Practical and professional skillsStudents should be able to:Communicate effectively in English and Arabic in a variety of contexts and media.Analyze a mass of information and carry out an appropriate analysis of the problem material.Express a problem in mathematical terms and carry out an appropriate analysis.Reason critically and interpret information in a manner that can be communicated effectively.Integrate and link information across course components.D. Key transferable skillsStudents should be able to demonstrate that they can:Communicate complex information, arguments and ideas effectively and without plagiarism on a range of topics relating to linear operations.Perform calculations to find inverse of a matrix, use and manipulate simple algebraic calculations to solve linear system of equations.Use technology to find a span and a basis for a vector space.Enhance existing numerical ability.Work effectively as part of a group in solving any complicated mathematical problems."
MT372,Parallel Computing,3,"The module is a comprehensive study of parallel computing techniques, parallel programming and performance tuning. Topics covered include: fundamentals of parallel, concurrent and distributed computing systems, performance and limitations of these systems, and parallelism paradigms. In addition to these topics the software needs and support for parallel processor systems are covered in details. This includes programming languages, simulation and tracing tools. Students will examine a range of topics involved in using parallel operations to improve computational performance, parallel architectures, parallel algorithms and parallel programming languages; Architectures covered include vector computers, multiprocessors, network computers, and data flow machines.",,The module aims to give solid understanding about the following:The fundamentals of parallel computing.Parallel operation.The different core concepts behind the hardware layer of a computer system.Performance and limitations of parallel systemsThe processor's architecture of parallel systems and its interconnection networks.The parallel algorithms.,"A. Knowledge and understandingUpon completing this module, students will be able to:Understand of the fundamental concept and issues of parallel computingRecognize parallel programming experience solving computationally intensive problems in a variety of disciplinesUnderstand the related implementations and measurements of performance and constraints of parallel computingB. Cognitive skillsUpon completing this module, students will be able to:Practice Parallel programming platformsApply Principles of parallel algorithm designIllustrate Basic communication operationsPerform Analytical modelling of parallel programsDevelop Programming using the message-passing paradigm (MPI)C. Practical and professional skillsUpon completing this module, students will be able to:Apply the techniques and theorems in real applications.Analyze specific data and information to build the parallel modelsApply the tools studied concerning parallel computing to solve a real problem.D. Key transferable skillsUpon completing this module, students will be able to:Gather data from various sources, including the electronic media, such as internet.Choose a case study from the real world and apply the techniques studied.Show responsibility for the preparation of the case study and manage the presentation schedule of his/her work.Exercise research skills, such as data collection, tabulation, analysis, report presentation and class discussions."
MT380,Service oriented architecture,3,"Service-Oriented Architecture (SOA) intends to explain the SOA and the related topics including Web Services and Cloud Computing. Web Services (such as KSOAP, REST) make use of the notion of a service- oriented architecture, they are independent of specific programming languages or operating systems. They rely on existing transport technologies, such as HTTP, and XML, for invoking the implementation. This outlines a range of new technologies for designing and implementing service-oriented applications that support machine-to-machine collaboration. It illustrates the rational of SOA in how to construct and to build web service oriented applications, such as ASP.NET Web Service, Windows Communication Foundation (WCF), etc. to make use of knowledge about the research topics in SOA, and to discover future development trends.",,"This Module discovers the concepts and technologies for the state of art topics: Service-Oriented Architecture (SOA) and Cloud Computing. It identify a comprehensive and systematic understanding to the latest SOA and Cloud Computing technologies. Moreover, it examine practical experience in designing large-scale composite web service applications.After finishing successfully this Module you should be able to:Discover the benefit of using Service-Oriented Architecture to design modern software systemsInterpret the key features and building blocks of Web Service including WSDL, SOAP and UDDIDevelop programs using Microsoft .NET　and C# languageApply service-based web application using ASP.NET and AJAXCreate service-oriented application using Windows Communication Foundationbuild RESTful web service using Windows Communication FoundationOutline the relationship between Cloud Computing and SOA; compare different cloud computing services","A. Knowledge and understandingUpon completing this Module, students will be able to have:Construct a well-founded knowledge in the field of study.Compare other disciplines that are related to the field of study.Develop international perspective on the field of study.B. Cognitive skillsUpon completing this Module, students will be able to:Collect, analyse and organise information and ideas and to convey those ideas clearly and fluently, in both written and spoken forms.Interact effectively with others in order to work towards a common outcome.Select and use the appropriate level, style and means of communication.Engage effectively and appropriately with information and communication technologies.C. Practical and professional skillsUpon completing this Module, students will be able to:Develop programs using Microsoft .NET and C# and service-based web application using ASP.NET and AJAXBuild service-oriented application using Windows Communication FoundationBuild RESTful web service using Windows Communication FoundationD.Key transferable skillsUpon completing this Module, students will be able to:Work and learn independently.Generate ideas and adapt innovatively to changing environments.Identify problems creates solutions, innovate and improve current practices"
MT390,Image Processing,3,"Image Processing is an important field of study and MT390 is meant to provide students with the basic knowledge of this field.  Along with the importance of Image Processing in traditional areas such as Medical Diagnosis, Industrial Inspections, Security Systems, Robotics etc., the pervasiveness of smart phones equipped with powerful cameras has increased the need for Image Processing due to the availability of large amount of image data. This module is intended to provide students the opportunity to study the basics of the important field of Image Processing.",,"The aims of this module are to:Introduce students to the important field of Image Processing.Teach students the fundamental concepts related to image Representations and Enhancements.Impart to the students knowledge about Intensity Transformations and Spatial Domain Filtering.Introduce students to the concepts of 2-D Fourier Transform and the basics of Frequency Domain Filtering.Introduce students to the topics of Image Segmentation, Image Coding and their related techniques.Enable students to implement basic image processing algorithms using the Matlab Programming environment.","A. Knowledge and understandingOn successful completion of this course, the student will be able to demonstrate knowledge and understanding of:Basic image representation concepts.Spatial domain image processing techniques of intensity transformation and filtering.Frequency domain image processing techniques of filtering and masking.Data reduction and image coding methods.Basic image segmentation concepts and techniques.B. Cognitive skillsOn successful completion of this course, the student will be able to:Critically evaluate and suggest spatial domain processing techniques for image enhancement purposes.Analyse and suggest appropriate frequency domain filtering techniques suitable for image processing tasks.Critically interpret histogram data of images and suggest appropriate image processing techniques for image enhancement.Analyze various image coding techniques and select the appropriate one for a particular task.Evaluate and interpret image segmentation results.C. Practical and professional skillsOn successful completion of this course, the student will be able to:Apply skills and concepts from the course to develop practical image processing projects.Develop, Interpret and Implement image enhancement techniques both in the spatial and frequency domains.Perform Matlab simulations of practical image processing algorithms including image enhancement, coding and segmentation.D. Key transferable skillsOn successful completion of this course, the student will be able to:Apply the mathematical and algorithmic skills acquired in this course to other areas of study and work.Carry out independent learning on topics related to image processing and computing.Communicate ideas and concepts about image processing techniques effectively both in writing as well as in any group discussion or environment."
MT395,Applied Cyber Security,3,"In today’s world, organizations must be prepared to defend against threats in cyberspace. Decision makers must be familiar with the basic principles and best practices of cyber security to best protect their enterprises.",,The aims and objectives of this module are to:Describe and discuss a range of topics in cyber security management.Describe cyber security governance and the implementation of an integrated security mechanism.Identify cyber security threats and explain risk analysis and management.Allow students to perform independent research in the area and to critically read and analyse third party material.,"A. Knowledge and understandingAfter studying the module you will be able to:Describe cyber security fundamentalsExplain cyber security management and its importance to organizationsEvaluate the principles of cyber security governance to sustain and improve the security posture of an organisationInterpret the importance of risk analysis and management in protecting an organization from cyber threatsEvaluate cyber security management policies, standards, and processesDefine the most common cyber security threats and analyse appropriate countermeasuresDescribe and discuss the application of an integrated security mechanismB. Cognitive skillsRecognise and define the main issues and challenges related to protecting and safeguarding organisations from cyber security risksRead, evaluate, and critically review technical documents and extract useful information from these documents on topics related to cyber security, risk management, threat detection and countermeasuresC. Practical and professional skillsAfter studying the module you will be able to:Use the studied concepts to analyse and assess the cyber security risksIdentify the threats to information security and take appropriate countermeasuresD. Key transferable skillsDemonstrate independent self-learning capabilities in order to tackle more advanced topics and remain up-to-date in the field of cyber securityEmploy your technical writing skills on topics related to cyber security and cyber security management"
SL101,Spanish for Beginners (I),3,"The course introduces the student to the basics of Spanish. These include the alphabet, common everyday expressions, simple sentences, short dialogues and small paragraphs. The four skills of reading, writing, listening and speaking will be equally emphasized. However, as we live in the age of the image, students will have ample exposure to a variety of audio-visual material which boost their command of the language at the beginner’s level. The communicative approach is to be adopted in face-to-face tutorials and the various methods of enabling students to learn on their own will be prioritized.",,,
SL102,Spanish for Beginners (II),3,"The course builds on what the student has learnt in level (1). Toward this end, it introduces the student to more everyday expressions, more widely-used short sentences, some compound and complex sentences, medium-size dialogues, and short passages. While the skills of listening and speaking will be receiving adequate attention, more emphasis is to be placed on the skills of reading and writing. Face-to-face tutorials will be communicative and students will be empowered to learn on their own.",SL101,,
T103,Computer Organization and Architecture,3,This module offers a clear and comprehensive survey about computer organization and architecture. It introduces the inner workings of a modern digital computer through an integrated presentation of fundamental concepts and principles,EL111,,"A. Knowledge and understandingThe module provides student with an understanding of:Historical developments of computers.The Von-Neumann Model.Data representation and arithmetic in Computer Systems.Boolean Algebra and Digital Logic.Assembly language of an intuitive architecture (MARIE).Memory organization and addressing modes.Cache memory mapping Schemes.B. Cognitive skillsTo be able toIdentify the different parts of any computer system and understand their roles.Understand the instruction set of any modern computer system.Evaluate the performance of modern computer systems.C. Practical and professional skillsTo be able toHave an awareness of the process of designing, writing and testing MARIE assembly programs.Use low level programming skills appropriate to a task.Ability to use the MARIE and data path simulator software.D. Key transferable skillsTo be able toInteract effectively within a group using electronic conferencing techniques.Contribute to discussions on a conference.Improve own learning and performance.Communicate effectively about testing strategies, design and low level codes.Use electronic media (the web and electronic conferencing) for information retrieval and communication."
T215A,Communication and Information Technologies A,8,"Students will begin with Communication and information technologies (T215) – learning about the core principles upon which new technologies are built. They will gain an understanding of the ways in which data is stored, manipulated and transmitted; and discover how new processes and services are transforming our lives.  Digital communication and information technologies have become fundamental to the operation of modern societies. New products and services are rapidly transforming our lives, both at work and at play.  	 This module will help students learn more about these developments, and will equip them with the understanding and skills to continue learning about new developments in the future. Students will study the core principles on which the technologies are built and, through a range of online and offline activities, investigate new topics and technologies.   After studying this module, students will be in a better position to appreciate the potential of developments in communication and information technologies.",,To introduce students to modern topics in ICTs.To develop student's skills in managing technologies of data storage and computer networks.To develop students skills in the technologies of mobile communication systems with an emphasis on mobile telephony.,"A. Knowledge and understandingUpon completing this module, students should be able to:Describe key principles and concepts of digital communication and information systems and their component devices, including such topics as LANs, WLANs, mobile communication networks, encoding, modulation, multiplexing, routing, and standards.Explain key principles and concepts relating to digital data including the storage, manipulation and transmission of digital data.Identify major trends in communication and information technologies.Enhance their scientific reading and writing skills for writing short reports.B. Cognitive skillsUpon completing this module, students should be able to:Produce descriptions and explanations of the communication and information systems that feature in the module and of their underlying technologies and component devicesApply their understanding of the communication and information systems that feature in the module, their underlying technologies and component devices in specified contexts, updating themselves about the systems, technologies and devices as necessary.Use knowledge gained from the module to help them to figure out new or unfamiliar communication and information systems in specified situations; describe and explain such systems and their technologies and devices; apply their understanding in specified contexts.Analyze and discuss some of the technological, social, legal, ethical and personal issues that relate to communication and information systems, technologies and devices.Realize an overview of the way in which mobile telephone systems have developed from its first generation till LTE stage.C. Practical and professional skillsUpon completing this module, students should be able to:Critique draft materials in order to improve themUse standard office and communication software effectively to support their workD. Key transferable skillsUpon completing this module, students should be able to:Communicate complex information, arguments and ideas effectively and without plagiarism on a range of topics relating to communication and information systems through a variety of different media, using styles, language and images appropriate to purpose, audience and mediumPerform simple calculations relating to communication and information systems, use and manipulate simple algebraic equations and interpret and produce graphical and tabular dataUse information technology to find information from various sources and evaluate that informationDevelop a range of skills as an independent learner to support them in learning through the module materials and through other resources that they seek out for themselves."
T215B,Communication and Information Technologies B,8,"Digital communication and information technologies have become fundamental to the operation of modern societies. New products and services are rapidly transforming our lives, both at work and at play. This module will help you to learn more about these developments through studying the core principles on which the technologies are built and, through a range of online and offline activities, investigate new topics and technologies.  This module will also help you to raise students’ awareness of some of the technologies and issues associated with safeguarding the privacy of digital information and the people who are affected by its use – hence the themes ‘protecting’ and ‘prying’.  These themes are explored through case studies and practical examples. A recurring approach is the use of an analytical framework that uses five themes to examine the technologies and issues: convenience, identity, reliability, acceptability and consequences.",,"Increase the knowledge of the basic principles of communication and information systems and technologies, and the issues relating to their useDevelop the ability to apply the understanding of communication and information technologies to learn about new or unfamiliar systems and technologiesEnable students to explore how personal and private data can be protected.Help students develop an understanding of audio and video encoding and editing.Develop a variety of skills appropriate to a practitioner in communication and information technologies.","A. Knowledge and understandingUpon completing this module, students should be able to:Describe key principles and concepts relating to digital data including the availability of, mechanisms for protecting digital personal data, and the associated privacy and security issues related to it.Explain major trends of the fastest expanding areas of ICT, that of audio and video production and its potential for entertaining us.Understand key concepts, issues and technologies associated with online communication.Enhance the scientific reading and writing skills for writing long reports.B. Cognitive skillsUpon completing this module, students should be able to:Produce descriptions and explanations of the fundamental building block of all modern security systems which is encryption.Apply their understanding of the themes of security framework for communication and information systems that feature in the module, their underlying technologies and component devices for applying biometrics as a measurement of human beings used to identify them in the context of authentication.Use knowledge gained from the module to help them to figure out new or unfamiliar topics; conveying information in audio and visual format, introduction for some tools that will assist in obtaining a simple digital video from a number of digital still images.Describe and discuss some of the technological, social, legal, ethical and personal issues that relate to securing personal data like preventing unauthorized people from having access to private information.Evaluate or compare communication and information systems suggested for a particular need and give a justified recommendation on their appropriatenessC. Practical and professional skillsUpon completing this module, students should be able to:Critique draft materials in order to improve themExperiment with some fingerprint recognition tools and evaluate the system using the given data set.Use specialised software tools as AviSynth script language to provide the students with basic skills required to produce video from still images."
T216A,Cisco networking (CCNA)-A,8,"Students will begin with Cisco networking (CCNA) (T216). This will give them the knowledge, understanding, and skills needed to configure a LAN/WAN using Cisco equipment (which should also leave you well prepared for the industry-standard CCNA certification examination) They will also gain hands-on practical experience of configuring networks at four compulsory day schools.   Cisco Systems are market leaders in supplying networking equipment for the internet. They also have a well-established educational programme for network professionals.   The Arab Open University offers the Cisco Certified Network Associate “CCNA” (ICND1) Version 5 curriculum, which provides the knowledge, understanding, and skills needed to configure a LAN/WAN using Cisco equipment.  The module is composed of two modules: •	Introduction to Networks  •	Routing and switching essentials",,"Provide the student with the knowledge, understanding, and skills needed to configure a LAN/WAN using Cisco equipment.Provide the student with hands-on experience of configuring networks.","A. Knowledge and understandingAfter studying the module the student will be able to:Describe the role of protocol layers in data networks, and describe the devices and services used to support communications in data networks and the InternetDescribe the importance of addressing and naming schemes at various layers of data networks in IPv4 and IPv6 environmentsDescribe Ethernet and basic switching concepts, as well as the operation of Cisco switchesExplain enhanced switching technologies such as VLANs, VLAN Trunking Protocol (VTP), Rapid Spanning Tree Protocol (RSTP), Per VLAN Spanning Tree Protocol (PVSTP), and 802.1qDescribe the purpose, nature, and operations of a router, routing tables, and the route lookup processDescribe how VLANs create logically separate networks and how routing occurs between themDescribe dynamic routing protocols, distance vector routing protocols, and link-state routing protocolsDescribe the operations and benefits of access control lists (ACLs) Dynamic Host Configuration Protocol (DHCP) and Domain Name System (DNS), and Network Address Translation (NAT)B. Cognitive skillsAfter studying the module the student will be able to:Design, calculate, and apply subnet masks and addresses to fulfil given requirements in IPv4 and IPv6 networkBuild simple Ethernet network using routers and switchesTroubleshoot and monitor networksC. Practical and professional skillsAfter studying the module the student will be able to:Build a simple Ethernet network using routers and switchesUse Cisco command-line interface (CLI) commands to perform basic router and switch configurationsUtilize common network utilities to verify small network operations and analyze data trafficConfigure, monitor and troubleshoot: basic operations of a small switched network, static routing, default routing, basic operations of routers in a small routed network (RIPv1, RIPv2 and OSPF protocols (single-area OSPF)), VLANs, inter-VLAN routing, ACLs for IPv4 and IPv6, and NATD. Key transferable skillsAfter studying the module the student will be able to:Build simple LANs, perform basic configurations for routers and switches, and implement IP addressing schemes.Configure and troubleshoot routers and switches, and resolve common issues with RIPv1, RIPv2, virtual LANs, and inter-VLAN routing in both IPv4 and IPv6 networks."
T216B,Cisco networking (CCNA)-B,8,"Cisco Systems are market leaders in supplying networking equipment for the internet. They also have a well-established educational programme for network professionals.   The Arab Open University offers the Cisco Certified Network Associate “CCNA” (ICND2) Version 5 curriculum, which provides the knowledge, understanding, and skills needed to configure a LAN/WAN using Cisco equipment.  The module is composed of two modules: •	Scaling Networks  •	Connecting networks",,"Provide the student with knowledge, understanding, and skills needed to configure a LAN/WAN using Cisco equipment.Provide the student with hands-on experience of configuring networks.","A. Knowledge and understandingAfter studying the module the student will be able to:Describe the operations and benefits of the Spanning Tree Protocol (STP)Describe the operations and benefits of link aggregation and Cisco VLAN Trunk Protocol (VTP)Describe the operations and benefits of EtherChannel and HSRP.Explain the operations and benefits of Open Shortest Path First (OSPF) protocol (single-area OSPF and multi-area OSPF)Explain the operations and benefits of Enhanced Interior Gateway Routing Protocol (EIGRP)Describe the different WAN technologies and their benefitsExplain the operations and benefits of Standard and Extended Access control list (ACL).xplain the common LAN security threats and how to mitigate themB. Cognitive skillsAfter studying the module the student will be able to:Troubleshoot networksDesign network architectures for borderless networks, data centers and virtualization, and collaboration technology and solutions.C. Practical and professional skillsAfter studying the module the student will be able to:Configure and troubleshoot STP, RSTP, VTP, Extended VLAN, DTP, EtherChannel, HSRP, First Hop Redundancy Protocol, basic operations of routers in a complex routed network for IPv4 and IPv6, advanced operations of routers for IPv4 and IPv6, OSPF, and EIGRP .Configure and troubleshoot serial connections, broadband connections, ACL and IPSec tunnelling operationsMonitor and troubleshoot network operations using syslog, SNMP, and NetFlowD. Key transferable skillsAfter studying the module the student will be able to:Configure and troubleshoot routers and switches. He will also resolve common issues with OSPF, EIGRP, STP, and VTP in both IPv4 and IPv6 networks. In addition, he will also develop the knowledge and skills needed to implement an EtherChannel.Understand the selection criteria of network devices and WAN technologies to meet network requirements. Furthermore, he will learn how to configure and troubleshoot network devices and resolve common issues with data link protocols. Finally, he will also develop the knowledge and skills needed to implement IPSec and virtual private network (VPN) operations in a complex network."
T227,"Change, strategy and projects at work",8,"This module will improve students’ understanding of the origins, nature and consequences of change in the workplace. It also equips them with the knowledge, skills and competencies needed to successfully plan real practical projects. Besides, it allows students to gain an understanding of how ICTs both drive and enable change in the workplace. Moreover, it develops their knowledge, understanding and skills in project working and helps them to apply their new skills and knowledge to the planning of their own project involving the use of ICTs and associated business systems in their workplace.",,"Gain an understanding of how social, technological, economic, environmental, political, legislative and ethical factors drive and enable change in the workplace.Develop knowledge, understanding, confidence and competence in project working and related employability skillsEvaluate, develop and review personal, academic and professional skillsApply skills and knowledge to planning and presenting a project proposal that is capable of being implemented in their workplace.","A. Knowledge and understandingIdentify, analyse and explain the factors driving change in the workplace and the opportunities for introducing change, along with the associated challenges and consequences in terms of human and other factors.Understand and explain the processes involved in designing, planning, monitoring, implementing and reviewing work-based projects.Make effective use of appropriate information and communication technologies, and understand and explain their role in planning and communicating information relating to a work-based project designed to implement some aspect of workplace change.B. Cognitive skillsApply knowledge and understanding effectively to a range of issues, questions and problems arising from the planning of a work-based project.Explore, analyse and evaluate practical ways of improving workplace practices using appropriate information and communication technologies to develop components of a personal work-based project.C. Practical and professional skillsUse the workplace to learn, practise and develop your professional competence.Use appropriate information and communication technologies in a professional context.Plan, organise your time and work effectively.Review, analyse and record ongoing learning needs to maintain and develop skills in the context of the workplace using appropriate information and communication technologies.Develop an awareness of ethical issues relevant to the workplace.D. Key transferable skillsPlan, monitor and evaluate your study as an independent learner.Use appropriate information and communication technologies to support your own learning.Identify, critically assess and use information or data accurately in a range of contexts.Communicate information, arguments and ideas effectively using technologies, styles and language appropriate to purpose and audience.Critically compare, analyse and use a variety of approaches appropriate to understanding issues or problems arising in the context of workplace change and projects."
T316,Advanced Networking,8,"With the continuous advancements in the networking field, the need arises for teaching advanced networking concepts. This advanced undergraduate course aims to meet this objective by discussing advanced networking topics complementing those introduced in T216A/B.",,"Describe the various wireless networks along with their coexistence, cooperation, and interaction, while introducing a system level approach and providing an overview of recent research topics.Describe the concepts of sensor networks along with their underlying challenges, including power efficiency, routing, and multihop communicationsDiscuss the challenges related to massive machine type communications inherent in large sensor networks deployments under the internet of things (IoT) paradigm).Explain the concepts of software defined networks (SDN) and network function virtualization (NFV).Define big data and describe its use in cloud computing.Discuss cloud computing issues, and analyse the role of mobile clouds.Define and discuss quality of experience (QoE) requirements, and compare and contrast QoE with quality of service (QoS).Teach students the concepts of large data centres, data mining, their relation to big data, and explain data management and backup techniques.Explain advanced network management and administration topics, such as: self-organizing networks, network planning and design, and advanced routing.Equip students with advanced skills in personal updating and researching in the field of advanced networking. Students will be taught how to use third-party material in order to extract useful information for their personal and professional development","A. Knowledge and understandingAfter studying the course you will be able to:Describe and analyse the operation of co-existing wireless networks and the possibilities of cooperation and interaction between these networksDiscuss the role of sensor networks and machine-to-machine communications (M2M) in the internet of things (IoT) and describe the underlying challengesDescribe the concepts of software defined networks (SDN) and network function virtualization (NFV), and discuss their role in advanced network management and administrationDiscuss advanced routing concepts, such as the Border Gateway Protocol (BGP)Discuss Cloud Computing and Big Data conceptsDifferentiate between QoE and QoS, and discuss QoE metrics for specific applications, e.g. voice (VoIP) and videoDescribe the operation of self-organizing networks (SON), and differentiate between self-configuration, self-optimization, and self-healingB. Cognitive skillsAfter studying the course you will be able to:Analyse the interaction between different technologies and networks in a complex setup involving multiple networksAnalyse the challenges faced by the different networks and assess the required techniques for enhancing the performance metrics (QoS, QoE, energy efficiency, security, etc.) of the various network types studied in the courseRead, evaluate, and critically review advanced technical documents and extract useful information from these documents on a specific networking topicC. Practical and professional skillsAfter studying the course you will be able to:Use the studied concepts to analyse and assess the operation of complex networksDesign and plan basic implementations of the advanced networks studied, and assess the management and operation of these networks, including the use of self-organization techniquesDesign QoE measurement and resource allocation techniques for enhancing QoE performance of networks using the studied conceptsBe ready to tackle complex networking scenarios through self-learning and research skills coupled with the learned course materialD. Key transferable skillsAfter studying the course you will be able to:Become an independent self-learner in order to remain up-to-date with the continuous advancements in the field of advanced networkingImprove your technical writing skills on topics related to networking and advanced networking"
T318,Applied Network Security,8,"People, organizations, and enterprises are becoming increasingly dependent on digital services. Therefore, the need arises to protect information from being maliciously intercepted, disrupted, or misused.",,"Define the threats to network security, and describe the differences between them.Describe encryption techniques, including symmetric and asymmetric encryption methods.Explain the most widely used encryption algorithms and standards, with focus on wireless, cloud, and internet security.Equip students to be able to assess and manage network security risks, and implement appropriate countermeasures.Allow students to perform independent research in the area and to critically read and analyse third party material.","A. Knowledge and understandingAfter studying the course you will be able to:Describe the operation of encryption techniques: symmetric and asymmetric ciphers, block and stream ciphersDefine and explain the differences between different encryption algorithms and standardsAnalyse and compare the performance of different encryption methodsDesign and implement encryption algorithmsDescribe the protocols for physical, network, and transport level securityDefine the most common threats to network and internet security, explain their operation, and discuss their differencesDescribe the protocols and countermeasures used for protecting network and internet trafficB. Cognitive skillsAfter studying the course you will be able to:Recognise the threats to network security and assess their inherent risksRead, evaluate, and critically review technical documents and extract useful information from these documents on topics related to network security and cryptography algorithmsC. Practical and professional skillsAfter studying the course you will be able to:Use the studied concepts to implement, analyse, and assess different encryption algorithms and techniquesIdentify the threats to network security and take appropriate countermeasuresD. Key transferable skillsAfter studying the course you will be able to:Become an independent self-learner in order to tackle more advanced topics and remain up-to-date in the field of network securityImprove your technical writing skills on topics related to cryptography and network security"
T390,Computer Networks and Network Security,3,"In today’s world, organizations must be prepared to defend against threats in cyberspace. Decision makers must be familiar with the basic principles and best practices of cyber security to best protect their enterprises.",,,
TM103,Computer Organization and Architecture,4,This module offers a clear and comprehensive survey about computer organization and architecture. It introduces the inner workings of a modern digital computer through an integrated presentation of fundamental concepts and principles,,To emphasize on the concept of computer organization.To emphasize on the concept computer architecture.To comprehend the different core concepts behind the hardware layer of a computer system.To recognize the mathematical concepts of the low level computer structure (circuits and gates).To know the processor's instruction sets architecture and implementation.To recognize the memory organization concept and methods,"A. Knowledge and understandingThe module provides student with an understanding of:Historical developments of computers.The Von-Neumann Model.Data representation and arithmetic in Computer Systems.Boolean Algebra and Digital Logic.Assembly language of an intuitive architecture (MARIE).Memory organization and addressing modes.Cache memory mapping Schemes.B. Cognitive skillsTo be able toIdentify the different parts of any computer system and understand their roles.Understand the instruction set of any modern computer system.Evaluate the performance of modern computer systems.C. Practical and professional skillsTo be able toHave an awareness of the process of designing, writing and testing MARIE assembly programs.Use low level programming skills appropriate to a task.Ability to use the MARIE and data path simulator software.D. Key transferable skillsTo be able toInteract effectively within a group using electronic conferencing techniques.Contribute to discussions on a conference.Improve own learning and performance.Communicate effectively about testing strategies, design and low level codes.Use electronic media (the web and electronic conferencing) for information retrieval and communication."
