course_code,course_title,credit_hours,course_desc,pre-requisite,course_objectives,course_outcomes
BUS115,Small Business Management,4,"BUS115 is an introductory four credit undergraduate course. It assumes no deep knowledge of business. Indeed, it provides students with an overview of business in an-increasingly global society. This is not a course of theory; it is more an application or ""how-to"" course. It is designed to increase awareness of the opportunities and challenges in today's business environment. The success of any business depends upon several factors: marketing, management and leadership, human resources, financing, logistics, planning, and knowledge of the business environment. An overview of business topics will be discussed including the entrepreneur's success factors, developing business plans, forms of business ownership, management and leadership styles, marketing and market research, technology and e-commerce, understanding financial statements and testing the feasibility and viability of a new venture.",BUS110,"​The course develops the student's understanding of entrepreneurship and the needed competencies of the entrepreneur.  The following topics will be emphasized: entrepreneur's success factors, developing business plans, understanding financial statements, completing market assessment, marketing and market research, and how to obtain financing for the new business venture. After studying the course, you should be able to:To possess a well-grounded understanding of essential entrepreneurial business principals.To develop an understanding of important business issues as they relate to new ventures.To identify, appreciate, and assess the knowledge, attitudes, and skills of an entrepreneur.To study and observe entrepreneurial settings and entrepreneurial role models through exposure to actual business settings and experiences.To have an expanded awareness of the resources available for creating a business plan.To establish a level of confidence in creating a business plan as a tool to assess, create and communicate a business concept. ​","​A. Knowledge and understandingA1: Entrepreneurship and the role of the entrepreneur in the economic development of nationsA2: Entrepreneurial competenciesA2: Understanding and writing the business planA3:Understanding financial statements and completing sales forecasts and projectionsB. Cognitive skillsB1: Reflection and critical engagement into the differences between franchising versus building your own business conceptB2: Critical thinking, analysis, and synthesisB3: Valuation and comparison of small business management.C. Practical and professional skillsC1: Time management, skills appropriate to business, such as creativity, persuasion and attractiveness.C2: Study skills, learning to learn and reflecting on students’ own development as learners.C3: The ability to analyse work-related cases and situations to identify challenges for organisations in developing responses in relation to their environments.C4: The application of course ideas to students’ own interactions with organisations and life experiences.D. Key transferable skills.D1: Decision making and problem solving making a viable approach to students to engage with data analysis, interpretation and extrapolation.D2: Market assessment: consumers, competitors, etc….D3: Identify some of the key strengths and needs of their own learning and identify opportunities to address these."
BUS202,Data Analysis,4,"The module helps students understand the relationship between statistics and the world, bringing life to the theory and methods. It incorporates an unprecedented amount of real and interesting data that will help students to connect statistics to their daily lives. BUS202 Data Analysis is an extension of the module BUS102 Introduction to Statistics. At the undergraduate level, both modules (BUS102 and BUS202) are common modules for FBS, as a part of the faculty requirements.    It is well-known that Statistics is a science that deals with collection, description, analysis, interpretation, and presentation of data. Statistics can be used to describe a particular data set, termed descriptive statistics as well as to draw conclusions about the population from a particular data set, termed inferential statistics. This module applies statistical methods in a business context in order to address business related questions and help make evidence based decisions. The module would provide students with the knowledge they need to become stronger analysts and better decision makers.",BUS101 & BUS102,"​As mentioned before this module is an extension of BUS102. The module covers a higher level of statistical concepts and introduces advanced topics and tools that are very useful for decisionmakers in different business disciplines. The topics include hypothesis testing, regression analysis, analysis of categorical data and time series.An emphasis will be given to the understanding, applicability of statistical analysis and interpretation of output using MS Excel spreadsheets and/ or any available open source statistical software.Attitudinal aims In addition to specific learning outcomes, the module aims to shape the attitudes of learners regarding the field of Statistics. Specifically, the module aims toMotivate in students an intrinsic interest in statistical thinking.Instil the belief that Statistics is important for scientific research.3. Provide a foundation and motivation for exposure to statistical ideas subsequent to the module.","​A. Knowledge and understandingA1: Knowledge of how to formulate data analysis problems in a statistical framework.A2: Knowledge of how to assemble relevant information and construct appropriate arguments.A3: Knowledge of how to exercise judgment in selection and application of a wide range of statistical tools and techniques.B. Cognitive skillsB1: the ability to approach statistical problems and tasks in a flexible way.B2: the ability to choose appropriate models for situations involving uncertainty, and understand their key elements and propertiesB3: the ability to comment critically on choices of model and analyses resulting from them.B4: the ability to evaluate statistical evidence and to interpret the results of a statistical analysisB5: the ability to create statistical models and draw justifiable inferencesC. Practical and professional skillsC1: confidently use a variety of hypothesis testing techniques to test for different types of parameters.C2: easily find/use different types of models including simple regression, multiple regression, time series generated models (Moving Average “MA”, Auto-Regressive “AR”)D. Key transferable skills.D1: work with others effectively and to participate as a member of a team and thus contribute to group effort.D2: collaborate with classmates to solve a problem and teach others new skills.D3: work hard to satisfy others expectations.D4: exercise Leadership and communicate ideas clearly to convince others and responsibly challenge his classmates having other ideas, opinions, or methods of solving.D5: communicate in writing relevant information accurately and effectively, using a form, structure and style that suits the purpose.D6: apply technologies to task (exercises, problems, situations) and use information technology with confidence to develop statistical insight, acquire statistical knowledge, present data to model, and solve problems."
BUS310,Strategic Management,8,"Strategic Management: This module examines concepts and  the different approaches to - and techniques of - strategic management including analysis of the external and internal environments, the nature of competitive advantage, development of the organization and how they make strategic choices as to where and how to position themselves in relation to their customers and competitors. The module   has been designed to encourage and develop greater critical analytical skills especially at level 3. Significant amount of ‘case study’ work have been embedded to develop the students’ analytical and problem solving skills.",B207B,​The aims of this course are to:Provide students with concepts and tangible strategic skills that can readily be put into practice in often   changing business environments.-Present the 21st century competitive/business landscape from a strategic management perspective and to assess how global and technological influences shape it-Provide students with a critical overview of the main tools of contemporary strategic practice in organizations in a way which is relevant to their professional needsAchieving the intended learning outcomes (covering both knowledge and skills) fully supports this aim.​,"​A.Knowledge andunderstandingA1. The structure and dynamics of business environments; how businesses seek to track and analyse their environments;A2. Markets, market economies and how they function; how consumers, firms and governments behave as economic agents; why and how markets fail and how this failure is managed;A3. Business processes and how they operate; the nature, structure and functioning of organisations; how and why organisations are changing;​A4. Key business functions such as Marketing, Human Resources, Information Management, Accounting & Finance, Operations – their nature and contribution to organisational success, their historic origins and their interactions;A5. How businesses develop strategies; the different forms and theories of strategy;A6. How organisations make decisions and organise decision-making processes; the various sources of decision-making irrationality; the nature, role and implications of governmental, regional and supranational business policy on businesses;A7. How to apply key ideas in mathematics, including some   statistics, and algebra.B.CognitiveskillsB1. Read material questioningly, identifying and recording key ideas and concepts in business studies;B2. Synthesise material from a variety of sources, analysing and evaluating different perspectives, identifying biases and hidden assumptions;B3. Classify, recognise and organise material in distinct and relevant categories;B4. Construct, defend and evaluate an argument, using relevant evidence, giving reasons for conclusions.C.Practicaland professional skillsC1. Transfer and use relevant key skills in the workplace context;C2. Use the more specific knowledge, analytic skills and methods, rooted in the different disciplines as a strong basis for work in many professions;Students will have become better informed, more active and questioning members of an organisation by:C3. The ability to engage critically with the underlying challenges and problems facing a business;C4. The ability to identify and evaluate conflicting arguments, includingrecognising the significance of different value positions in these arguments.DKeytransferable skillsD1. Interpersonal skills of effective listening, negotiating, persuasion and presentation;D2. Ability to conduct research into business and management issues, either individually or as part of a team for projects/dissertations/presentations. This requires familiarity with and an evaluative approach to a range of business data, sources of information and appropriate methodologies, and for such to inform the overall learning process; including the development of personal and team attributes and capabilities for entrepreneurial success;D3. Self reflection and criticality including self awareness, openness and sensitivity to diversity in terms of people, cultures, business and management issues;​D4. Skills of learning to learn and developing a continuing appetite for learning; reflective, adaptive and collaborative learning."
CH101,Chinese for Beginners (I),3,"The course introduces the student to the basics of Chinese (Mandarin). These include the alphabet, common everyday expressions, simple sentences, short dialogues and small paragraphs. The four skills of reading, writing, listening and speaking will be equally emphasized. However, as we live in the age of the image, students will have ample exposure to a variety of audio-visual material which boost their command of the language at the beginner’s level.  The communicative approach is to be adopted in face-to-face tutorials and the various methods of enabling students to learn on their own will be prioritized.",,​​​,
CH102,Chinese for Beginners (II),3,"The course builds on what the student has learnt in level (1). Toward this end, it introduces the student to more everyday expressions, more widely-used short sentences, some compound and complex sentences, medium-size dialogues, and short passages. While the skills of listening and speaking will be receiving adequate attention, more emphasis is to be placed on the skills of reading and writing.  Face-to-face tutorials will be communicative and students will be empowered to learn on their own.",CH101,​​,
DD209A,Economics for Business,8,"This key introductory Level 5 course is the second in our degree in business studies and forms the core of the certificate in business studies- economic track. This module teaches Macroeconomics (DD209A) – the focus of most public debate – the student is engaged in policy debates and the problems of managing the national and global economy after a major economic crisis. Through this module, students will be enabled to place themselves as an economic analyst tackling problems in the national macro economy. The student will emerge with a good grasp of some fundamentals of economic theory including the application of basic game theory; an understanding of some key theoretical and policy debates in economics; and confidence in applying these theories and concepts to major economic policy challenges.",ECO101 and ECO102,"​​The academic purpose of this course is designed to introduce learners to the internal and external elements of Macroeconomics. The module will have a student-cantered approach in developing and applying economic theories and debates to serious worldwide economic problems, and the critical assessment of proposed solutions. Transferable and vocational skills students will acquire include:The interpretation, manipulation and critique of economic evidence, including numerical data and basic statistical skillsCompare and contrast the most prominent economic traditions and theories of the last two centuries, widely used in public debateAbility to build and support an argument in a discussionUse and present modelling and simulation as methods of analysis of economic problems; simulate the macro economy under different policy scenarios5. Ability to engage in debates with other students, substantiating views with economic theory and evidence (coming from data, simulator or case studies)​","​A. Knowledge and understandingA1.Modelling and its importance in economic thinking; Be able to engage in the economic debate on the role of demand stimulus vs. fiscal constraint in recovery; monetary policy; and the scope for supply side restructuring and growth;A2. The use of abstraction in developing economic theories and models; Recognise the implications of global imbalances in balance of payments (deficits and surpluses), credit and debt, rising inequality, and the need for ‘rebalancing’ economies.A3. How specific economic models are constructed;A4. Competing theoretical perspectives and the assumptions underlying economic theories; Understand how macroeconomics feeds into economic arguments for policy in areas such as privatisation/nationalisation; trade restriction and promotion; welfare state policies including health and education.A5. How to apply appropriate theories, models and concepts to economic problems, events and processes.B. Cognitive skillsB1. Construct and combine economic arguments and recognise the differences between economic and other forms of argument;B2. Manipulate economic models to analyse the impact of changes in variables; Interpret, manipulate and criticise different types of data.B3. Evaluate economic theories and use them to explain and analyse policy questions;B4. Integrate diagrammatic and verbal analysis of economic issues;B5. Interpret economic data presented in a variety of forms includingbasic regression results and undertake data analysis using economic data and appropriate analytical tools;B6. Search library catalogues and bibliographic databases and select a range of academic literature focusing on a particular theoretical proposition or economic issue and conduct fieldwork research.C. Practical and professional skillsC1. Demonstrate an awareness of skills and abilities in relation to the requirements of own work role;C2. Identify and evaluate the range of resources related to working effectively;C3. Choosing appropriate methods and apply a model of a national economy as constructed and used to analyse the roles of consumer spending, investment, government taxes and spending and imports and exports;C4. Analyse the macroeconomic problems rather than a matter for national governments; gain familiarity with a computer-based statistical package and search and manipulate and present different sources of data.C5. Seek for convenient policy to stabilise the economy and keep unemployment and inflation low;C6. Communication of complex information, arguments and ideas in ways appropriate to a business context and audience;D. Key transferable skills.D1. Read and synthesise information from a variety of sources for a specified purpose and apply economic theory to real-life situations.D2. Read and construct scale drawings, graphs, charts and diagrams from numerical data; read and interpret large and complex numerical data sets;D3. Carry out multistage calculations with numbers of any size incorporating the use of powers and roots;D4. Calculate measures of average distribution; apply standard formulae, equations and expressions in calculating economic measures and indicators;D5. Select and use appropriate methods to illustrate findings, show trends and make comparisons; numerical and verbal analysis of economic issues.D6.  Work with qualitative and quantitative data, drawing appropriate conclusions based on findings, including how possible sources of error may affect the results."
DD209B,Economics for Business-Microeconomics,8,This key introductory Level 5 course is the second in our degree in business studies and forms the core of the certificate in business studies- economic track. This module teaches Microeconomics (DD209B) – the focus of most public debate – the student is engaged in policy debates and the problems of managing the national and global economy after a major economic crisis. The D209B module addresses the recurrent themes of inequalities and imbalances. It takes a global perspective on the challenges faced by national economies and the debates on the roles for government. It focuses particular on the interacting roles of trade policy and government welfare policies in addressing and mitigating inequality within and between countries.,DD209A,"​The academic purpose of this course is designed to introduce learners to the most important elements of Microeconomics. The module will have a student-centered approach in developing and applying economic theories and debates to serious worldwide economic problems, and the critical assessment of proposed solutions. Transferable and vocational skills students will acquire include:Exploring the decision-making processes within firms that drive the growth of an economy.Compare and contrast the most prominent economic traditions and theories of the last two centuries, widely used in public debateDeveloping an understanding of the theory of the firm and the working of markets. Ability to build and support an argument in a discussionAnalysing how global trade and the pursuit of growth creates imbalances that may have caused a macroeconomic crisis. ​","A. Knowledge and understandingA1. Modelling and its importance in economic thinking; Be able to engage in the economic debate on the role of demand stimulus vs. fiscal constraint in recovery; and the scope for supply side restructuring and growth;A2. The use of abstraction in developing economic theories and models; Recognise the implications of global imbalances in balance of payments (deficits and surpluses), credit and debt, rising inequality, and the need for ‘rebalancing’ economies. A3. How specific economic models are constructed;A4. Competing theoretical perspectives and the assumptions underlying economic theories; Understand how microeconomics feeds into economic arguments for policy in areas such as trade restriction and promotion; welfare state policies including health and education.A5. How to apply appropriate theories, models and concepts to economic problems, events and processes.B. Cognitive skillsB1. Construct and combine economic arguments and recognise the differences between economic and other forms of argument;B2. Manipulate economic models to analyse the impact of changes in variables; Interpret, manipulate and criticise different types of data.B3. Evaluate economic theories and use them to explain and analyse policy questions;B4. Integrate diagrammatic and verbal analysis of economic issues;B5. Interpret economic data presented in a variety of forms including basic regression results and undertake data analysis using economic data and appropriate analytical tools;B6. Search library catalogues and bibliographic databases and select a range of academic literature focusing on a particular theoretical proposition or economic issue and conduct fieldwork research.C. Practical and professional skillsC1. Demonstrate an awareness of skills and abilities in relation to the requirements of own work role;C2. Identify and evaluate the range of resources related to working effectively;C3. Choosing appropriate methods and apply a model of a national economy as constructed and used to analyse the roles of consumer spending, investment, government taxes and spending and imports and exports;C4. Analyse the microeconomic problems, gain familiarity with a computer-based statistical package and search and manipulate and present different sources of data.C5. Communication of complex information, arguments and ideas in ways appropriate to a business context and audience;C6. Problem-solving and decision-making using appropriate quantitative and qualitative skills including data analysis, interpretation and extrapolationD. Key transferable skills.D1. Read and synthesise information from a variety of sources for a specified purpose and apply economic theory to real-life situations.D2. Read and construct scale drawings, graphs, charts and diagrams from numerical data; read and interpret large and complex numerical data sets;D3. Carry out multistage calculations with numbers of any size incorporating the use of powers and roots;D4. Calculate measures of average distribution; apply standard formulae, equations and expressions in calculating economic measures and indicators; ​D5. Select and use appropriate methods to illustrate findings, show trends and make comparisons; numerical and verbal analysis of economic issues. ​D6.  Work with qualitative and quantitative data, drawing appropriate conclusions based on findings, including how possible sources of error may affect the results."
DD309A,Doing Economics,8,"Doing economics: people, markets and policy is a sixty-point third level course which teaches economic theories that explain the behaviour of people in households, firms, markets and governments. This course is split into two parts, D309A and D309B with 30 points each. It presents alternative economic explanations that will enable students to make their own critical judgments of which theory serves which purpose best. The course also equips students with the research skills that they’ll need to conduct their own project on a topic they want to know more about. At the end of the course, students should have developed a more critical view of the socioeconomic world in which they live. The course will equip them with the theoretical tools necessary to investigate recent developments in the global economy. A pluralist view of economic theory is adopted, enabling students to appreciate the debates between different approaches. The first part of the course teaches intermediate microeconomics with an emphasis on both economic theory and its applications. The second part of the course is project-based; students will be able to specialize in an area of their choice and carry out their own research project.  D309a (first part of the course) is divided into three blocks 1, 2 and 3 plus two weeks of work that introduce methods used by economists to test the relevance of their models using data. Block 1, People and Households; Block 2, Firms and Industries; and Block 3, Markets and Governments",DD209B,"​​​​​​The aim of the course is to provide students with a critical overview of the main tools of doingeconomies focusing on people, markets and policy. It thus places emphasis on the theoreticalunderpinnings of the economic theories, and the debates which surround it, as well asdeveloping practical skills relevant to work in a range of organisations. Achieving the intendedlearning outcomes (covering both knowledge and skills) fully supports this aim. This is a Level3 course. Level 3 courses build on study skills and subject knowledge acquired from studies atLevels 1 and 2. The students should take Economics and economic change (DD202) coursebeforestudying DD309.​","A. Knowledge and understandingA1 : How decisions taken in various contexts, such as consumption, labour market participation, savings, investment in education and training. And how households, as well as individuals, can make decisions.A2: Key theories underpinning the efficiency and productivity in the production of goods and services. Although the issues about choice of technology, entrepreneurship, innovation, employment relations, outsourcing and competition policyA3: The overall organisation of the economy. The strengths and weaknesses of markets and governments in the organisation of economic activities, explores issues concerning the environment and ethics, and looks at economic theory that underpins government behaviour.A4: Economic theories and their applications to various areas. Three available theoretical strands: environmental economics, business and finance or economics and society.A5; Research Methods, how to carry out a literature review and then choose which research methods to be applied in A6. The qualitative methods – which include interviewing and case studies – and quantitative methods, which involve analysis of economic data.A6: Project work, choosing and completing a project.B. Cognitive skillsB1: Thinking strategically in the context of a case studyB2: Critical thinking, analysis and synthesis: including identifying and questioning assumptions, weighing evidence appropriately, identifying and challenging false logic or reasoning, and generalising in a way which recognises the limits of knowledge in firm.B3: Evaluation and comparison of competing perspectives from a variety of sources, including some informed by current issues or research developments.B4: The ability to argue relevantly and to justify a point of viewC. Practical and professional skillsC1 : Communication of complex information, arguments and ideas in ways appropriate to a business context and audience.C2: Problem-solving and decision-making using appropriate quantitative and qualitative skills including data analysis, interpretation and extrapolation.C3: Effective performance in a team environment in a virtual context.C4. The application of course ideas to students' own interactions with organisations and life experiences.C5: Selecting and using information and communication technologies for business purposes.D Key transferable skillsD1 : Engagement, as appropriate, with practical and professional business strategy skills and ethical issues.​"
DD309B,"Doing economics: people, markets and policy",8,"Doing economics: people, markets and policy (Part B) is a thirty point third level course which teaches economic theories that explain the behaviour of people in households, firms, markets and governments. The course equips students with the research skills that they’ll need to conduct their own project on a topic they want to know more about. At the end of the course, students should have developed a more critical view of the socio-economic world in which they live. DD309b (second part of the course is divided into Blocks 4, 5 and 6. Block 4, Optional strands, teaches further economic theory and its applications to various areas. Students should choose one of three available theoretical strands: environmental economics, business and finance or economics and society. In Block 5, Research Methods, students will learn how to carry out a literature review and then choose which research methods they plan to use for their project. They can choose between qualitative methods – which include interviewing and case studies – and quantitative methods, which involve analysis of economic data. In Block 6, Project Work, students will work towards their end-of-module assessment, completing a project of their choice.",DD309A,"​​​The aim of the course is to provide students with a critical overview of the main tools of doing economies focusing on people, markets and policy. It thus places emphasis on the theoretical underpinnings of the economic theories, and the debates which surround it, as well as developing practical skills relevant to work in a range of organisations. Achieving the intended learning outcomes (covering both knowledge and skills) fully supports this aim. This is a Level 3 course. Level 3 courses build on study skills and subject knowledge acquired from studies at Levels 1 and 2. The students should take Economics and economic change (DD209) course before studying DD309.​","A. Knowledge and understandingA1 :Modeling and its importance in economic thinking;A2 : The use of abstraction in developing economic theories and models;A3 : How specific economic models are constructed; A4:Competing theoretical perspectives and the assumptions underlying economic theories;​B. Cognitive skillsB1 : Construct economic arguments and recognise the differences between economic and other forms of argument;B2: Manipulate economic models to analyse the impact of changes in variables;B3 : Evaluate economic theories and use them to explain and analyse social issues and policy questions;B4 : Integrate diagrammatic and verbal analysis of economic issues;C. Practical and professional skillsC1:Transfer and use relevant key skills in the workplace context;C2: Use the more specific knowledge, analytic skills and methods, rooted in the different disciplines as a strong basis for work in many professions. Students will have become better informed, more active and … questioning members of an organisation.C3 :The ability to engage critically with the underlying challenges and problems facing a business;C4: The ability to identify and evaluate conflicting arguments, including recognising the significance of different value positions in these arguments.D. Key transferable skills.D1: Read and synthesise information from a variety of sources for a specified purpose.D2: Read and construct scale drawings, graphs, charts and diagrams from numerical data; read and interpret large and complex numerical data sets;D3 : Calculate measures of average and distribution; apply standard formulae, equations and expressions in calculating economic measures and indicators;D4: Select and use appropriate methods to illustrate findings, show trends and make comparisons."
ECO101,Principle of Microeconomics,4,"This key introductory Level 1 course is the first economics module in our degree in business studies and forms the core of business studies- economics track. Students should first understand the economic problem before they move to learn its economic implications and economic changes. Every day people make decisions, what to buy and what to sell? All people are participating in consumption or production. These activities are the basic units of an economy and are concerned with the economic problem: how best to satisfy unlimited wants using the limited available resources. This module develops skills such as logical and analytical thinking and problem-solving skills. It is designed to explain the theoretical ideas and applies them to real life examples and case studies from the Arab region, without ignoring the international aspects. Therefore, this module directly addresses the Arab countries’ characteristics, problems, and economic policies. For some of students, economics is not the main area of study. However, understanding of basic economic concepts will still prove useful to all students whatever direction their studies and subsequent career may take.",BUS110,"​​The academic purpose of this course is designed to introduce learners to the internal and external elements of Microeconomics. Students are not expected to have taken any courses in economics, or to have any knowledge or experience of ICT. Nevertheless, this is a Level 2 course and students need the general study techniques appropriate to Level 2 study in the social sciences. After studying the module students should be able to:understand the domain of economics as a social theoryunderstand the main analytical tools which are used in economic analysislearn the main conclusions derived from economic analysis and to develop their understanding of the organisational and policy implicationsto participate in debates on economic matters.​","​A. Knowledge and understandingA1: A strong set of introductory chapters.A2: Early coverage of policy issues.A3: Complete coverage of monopolistic competition.B. Cognitive skillsB1: Recognise, compare, and contrast different ways of analysing business case studies within the Arabian region and other material about contemporary business practice.B2: Apply their knowledge in the analysis of practical business problems and issues.B3: Recognise, compare and contrast different interpretations of and approaches to practical business problems and issuesC. Practical and professional skillsC1: The ability to understand the labour market and other factors of production.C2: Pricing strategyD. Key transferable skills.D1: Students develop many transferable skills that are highly valued by employers such as time management, self-reliance, problem-solving, the ability to understand and evaluate new concepts, and prioritising effectively. Skills required include:i) effective communication skills – both written and oral (These are extremely important, as is the ability to work well as part of a team.)ii)taking the initiative in the classroom but also allowing the students enough freedom to further develop their own personality and abilitiesiii) working closely with other teachers, parents and other education professionalsiv) creativity in presenting ideasv) time management both inside and outside the classroomvi) enthusiasm, patience"
ECO102,Principle of Macroeconomics,4,"This key introductory Level 1 course is the first economics module in our degree in business studies and forms the core of business studies- economics track. Students should first understand the economic problem before they move to learn its economic implications and economic changes. Every day people make decisions, what to buy and what to sell? All people are participating in consumption or production. These activities are the basic units of an economy and are concerned with the economic problem: how best to satisfy unlimited wants using the limited available resources. This module develops skills such as logical and analytical thinking and problem-solving skills. It is designed to explain the theoretical ideas and applies them to real life examples and case studies from the Arab region, without ignoring the international aspects. Therefore, this module directly addresses the Arab countries’ characteristics, problems, and economic policies. For some of students, economics is not the main area of study. However, understanding of basic economic concepts will still prove useful to all students whatever direction their studies and subsequent career may take.",BUS110,"​The academic purpose of this course is designed to introduce learners to the internal and external elements of Microeconomics. Students are not expected to have taken any courses in economics, or to have any knowledge or experience of ICT. Nevertheless, this is a Level 2 course and students need the general study techniques appropriate to Level 2 study in the social sciences. After studying the module students should be able to:understand the domain of economics as a social theoryunderstand the main analytical tools which are used in economic analysislearn the main conclusions derived from economic analysis and to develop their understanding of the organisational and policy implications to participate in debates on economic matters.​","​A. Knowledge and understandingA1: A strong set of introductory chapters.A2: Early coverage of policy issues.A3: Complete coverage of monopolistic competition.B. Cognitive skillsB1: Recognise, compare, and contrast different ways of analysing business case studies within the Arabian region and other material about contemporary business practice.B2: Apply their knowledge in the analysis of practical business problems and issues.B3: Recognise, compare and contrast different interpretations of and approaches to practical business problems and issuesC. Practical and professional skillsC1: The ability to understand the labour market and other factors of production.C2: Pricing strategyD. Key transferable skills.D1: Students develop many transferable skills that are highly valued by employers such as time management, self-reliance, problem-solving, the ability to understand and evaluate new concepts, and prioritising effectively. Skills required include:i) effective communication skills – both written and oral (These are extremely important, as is the ability to work well as part of a team.)ii)taking the initiative in the classroom but also allowing the students enough freedom to further develop their own personality and abilitiesiii) working closely with other teachers, parents and other education professionalsiv) creativity in presenting ideasv) time management both inside and outside the classroomvi) enthusiasm, patience"
ECO340,Managerial Economics,4,"Business entities operate in economic turbulent environments. Under these constraints, decisions taken by managers of business units can vary and differ depending on the manager’s and the company’s pursuit of goals and objectives. Proper economic analysis and use of appropriate techniques and tools are therefore mandatory for managers and decision makers. This module highlights the role of economics in business decision-making and how economics is relevant in other areas of management such as marketing and operations management. The module can be used to understand economic aspects of business problems and business environment using theories, tools, techniques and relevant case studies and examples. Basic skills of quantitative proficiency is required in order to understand pricing decisions techniques, variation of supply and demand, risk analysis, investment and the growth of the firm. This module provides students with a solid base of managerial economics study and practice.",DD209B,"​​​​ECO340's academic aim is to introduce students to number of managerial concepts and theories of economics in order to understand and explain the behavior decision and decision-making of business firms and aspects of the market economy.It also develops the students' knowledge of economics as well as skills in problem-solving, decision making, and written and oral communication. ECO340 also aims to prepares students for business-economics concepts and making sense of the business-world. Thus, after studying the course, the students should be able to:Understand and apply a toolbox of fundamental concepts and theories of economics to guide managerial decision-making by individuals and business units.Explain the nature and role of models and theories in economic analysis.Explain the concepts of supply/demand/market equilibrium and their determinants.Identify the main characteristics of different market types (perfect competition, monopoly and oligopoly) and predict price and output outcomes.Apply economic models to for production and cost estimation.Identify and explain the challenges and opportunities for today's managers.​​","​A. Knowledge and understandingA1 : Understand the economic environment that affect business strategies, business behaviour and managerial decisions in order to realize firms’ goals and objectives.A2 : Identify the determinants and variation of supply and demand and their impact in the context of local economy.A3: Understand the importance of production functions in managerial decisions.A4: Understand the importance of cost in managerial decisions.B. Cognitive skillsB1: Identify economic factors determining the firms’ decisions.B2: Evaluate and interpret economic ideas, views and evidence.B3: Analyse demand estimation and forecastingB4: Identify the relation between production and costB5: Identify and explain issues related to pricing and output decisionsC. Practical and professional skillsC1: apply the economic way of thinking in order to identify microeconomic problems (market resources allocation, prices rise and fall, budgets allocation, production decisions...)C2: Implement managerial decisions in high-risks environment and turbulent economiesC3: Apply key concepts and theories of economics to managerial decision makingC4: Implement appropriate pricing strategies and output decisions in different market typesC5: Use tools and techniques of economics to improve managerial decision makingD. Key transferable skills.D1: Develop a broad and inclusive understanding of how the economic environment affects business strategies and decision making in domestic and global economy.D2: Develop effective communication, both in speaking and writing to convey solid arguments while adapting the language approach to the relevant business situation and audience.D3: Identify some of the key strengths and needs of their own learning and recognize opportunities to address these.D4:Effectively use information and communication technologies when analysing economic situations and using appropriate tools for managers’ decision-making."
ECO341,Economic Development,8,"Economic development is the process of gradual improvement in the material well-being of individuals. At the macro level, development economics studies why some countries have high standards of living, while others do not. At the micro level, development studies the functioning of markets in low income countries, with the ultimate goal of addressing market failures and lifting individuals out of poverty. Almost all topics in economics have a counterpart in development economics. The context of developing countries proves to be challenging for conventional economic models due to the prevalence of market failures. The situation often requires a careful investigation of the plausibility of assumptions in a developing context. Based on that, the course will cover mainly, among other topics, analytical approaches to the economic problems of developing nations. Topics include deep-rooted and new directions in development economics thinking, the welfare economics of poverty and inequality, empirical evidence on who benefits from economic development, labour market models, and public policy evaluation.",DD209B,"​The aim of this course is to introduce students to1. the theoretical foundations of development economics and also to recent advances in the use of empirical methods in the study of developing countries.2. apply the tools of economic analysis to problems of growth, poverty, and environmental sustainability in developing countries.3. analyze the economic, social, and environmental impacts of specific initiatives and promote development through policies and investment projects4. use economic data to conduct development analyses such as growth diagnostics, poverty assessments, impact analysis of development projects, and environmental impact assessments5. prepare the corresponding reports for international development agencies and policy makers.​","​A.Knowledge and UnderstandingA1. Gain knowledge and understanding of the theories,principles, historical trends, current issues and practicesrelevant to economic development.A2.  Understand measurement of economic growth, povertyand inequality, agriculture and industrialization,population, education and human capital, health andnutrition, savings and credits; and trade anddevelopment.A3. Understand what affects  economic growth, inequality andpoverty. ​A4. Understand why do some countries achieve high levels of economic development and others do not.A5. Understand the policies that government can implement to change the growth path of their countries​B. Cognitive skillsB1. Learn how to think systematically and strategically about aspects of economic developmentB2. Reflect on and begin to critically evaluate the aspects that affect economic development.B3. Use conceptual frameworks to describe economic development and economic development policies and what needs to be done to implement these policies and to achieve development; particularly for developing countries.B4. Critically evaluate theories in relation to economic development and international setting with which they are familiar and the relative standpoints of others within different contexts;​C. Practical and professional skillsC1. Evaluate the impact of economic development on thecountry prosperity and international stand.C2. Demonstrate advanced professional and educationalcapabilities using appropriate interpersonal, writtencommunication and critical thinking skills that are requiredfor economic development policies.C3.  Apply theories and concepts relevant to economicdevelopment in all its dimension within local, regional andinternational contexts.C4. Develop knowledge, skills, attitudes and valuesnecessary for economic development policiesimplementation  particularly in developing strugglingcountries.D. Key/transferable skillsD1.Be creative and assertive in presenting ideas related to economic development and economic development policies.D2.Articulate ideas and communicate effectively using appropriate theories pertinent to the concept of economic development in general and in particular economic development in developing countries.D3.Communicate effectively, using economic vocabulary, both orally and in writing  and listen actively;D4.Conduct research into economic development issues related to the course topics, either individually or as part of a team for projects/dissertations/presentations. This requires familiarity with and an evaluative approach to a range of economic data, sources of information and appropriate methodologies, and for such to inform the overall learning process.​D5.Self-reflection and criticality including self-awareness, openness and sensitivity to diversity in terms of various aspects related to and affecting economic development; particularly in developing countries"
